Participant Number:,10
Test started on:,04/05/2016 02:46:54 PM
Current Task:,VR Task 2
Task Start:,01:47:42 PM
Heading, Roll, Pitch, Task Time
123.75,16.8125,-27.0625,0.03
123.6875,16.8125,-27.25,0.04
123.6875,16.8125,-27.25,0.07
123.625,16.875,-27.5,0.08
123.5,17.0,-27.75,0.11
123.375,17.1875,-28.0625,0.12
123.375,17.1875,-28.0625,0.15
123.3125,17.5625,-28.4375,0.16
123.25,17.875,-28.75,0.19
123.25,17.875,-28.75,0.20
123.1875,18.0625,-29.0625,0.23
123.125,18.3125,-29.375,0.24
123.0625,18.5,-29.6875,0.27
123.0625,18.5,-29.6875,0.28
123.0625,18.6875,-30.0625,0.31
123.0625,18.6875,-30.0625,0.32
123.0,18.875,-30.4375,0.35
123.0,18.875,-30.4375,0.36
122.9375,19.375,-31.1875,0.39
122.9375,19.375,-31.1875,0.40
122.875,19.625,-31.5625,0.43
122.8125,19.75,-31.8125,0.44
122.8125,19.875,-32.125,0.47
122.8125,19.875,-32.125,0.48
122.8125,19.875,-32.375,0.51
122.8125,19.8125,-32.6875,0.52
122.875,19.6875,-32.9375,0.55
122.875,19.6875,-32.9375,0.56
122.9375,19.5625,-33.1875,0.59
123.0,19.5,-33.375,0.60
123.0,19.5,-33.375,0.63
123.0,19.4375,-33.5,0.64
123.0625,19.375,-33.5,0.67
123.125,19.3125,-33.375,0.68
123.125,19.3125,-33.375,0.71
123.1875,19.25,-33.25,0.72
123.25,19.1875,-33.0625,0.75
123.25,19.1875,-33.0625,0.76
123.375,19.0,-32.875,0.79
123.5,18.8125,-32.75,0.80
123.625,18.625,-32.6875,0.83
123.625,18.625,-32.6875,0.84
123.75,18.5625,-32.5625,0.87
123.75,18.5625,-32.5625,0.88
123.8125,18.5,-32.5625,0.91
123.8125,18.5,-32.5625,0.92
124.0625,18.375,-32.5,0.95
124.0625,18.375,-32.5,0.96
124.1875,18.25,-32.4375,0.99
124.1875,18.25,-32.4375,1.00
124.3125,18.125,-32.375,1.03
124.375,18.0,-32.3125,1.04
124.375,18.0,-32.3125,1.07
124.5,17.9375,-32.1875,1.08
124.5625,17.9375,-32.125,1.11
124.625,18.0,-32.125,1.12
124.625,18.0625,-32.125,1.15
124.625,18.0625,-32.125,1.16
124.6875,18.1875,-32.125,1.19
124.6875,18.1875,-32.125,1.20
124.6875,18.375,-32.25,1.23
124.6875,18.375,-32.25,1.24
124.75,18.375,-32.3125,1.27
124.75,18.375,-32.3125,1.28
124.8125,18.5,-32.375,1.31
124.875,18.625,-32.5,1.32
124.875,18.625,-32.5,1.35
124.9375,18.75,-32.625,1.36
124.9375,18.9375,-32.6875,1.39
125.0,19.125,-32.75,1.40
125.0,19.125,-32.75,1.43
125.0,19.3125,-32.6875,1.44
125.0625,19.375,-32.625,1.47
125.0625,19.375,-32.625,1.48
125.0625,19.3125,-32.5,1.51
125.0625,19.3125,-32.375,1.52
125.0,19.3125,-32.25,1.55
125.0,19.3125,-32.25,1.56
124.9375,19.25,-32.0625,1.59
124.9375,19.25,-32.0625,1.60
124.8125,19.25,-31.875,1.63
124.6875,19.25,-31.75,1.64
124.5625,19.25,-31.6875,1.67
124.5625,19.25,-31.6875,1.68
124.4375,19.25,-31.6875,1.71
124.3125,19.4375,-31.6875,1.72
124.1875,19.625,-31.625,1.75
124.1875,19.625,-31.625,1.76
124.0,19.6875,-31.625,1.79
123.875,19.8125,-31.625,1.80
123.8125,19.875,-31.625,1.83
123.8125,19.875,-31.625,1.84
123.8125,19.875,-31.625,1.87
123.875,19.875,-31.75,1.88
123.875,19.875,-31.75,1.91
123.875,20.0,-31.875,1.92
123.8125,20.125,-32.0625,1.95
123.8125,20.25,-32.1875,1.96
123.8125,20.25,-32.1875,1.99
123.75,20.4375,-32.375,2.00
123.625,20.5625,-32.5625,2.03
123.625,20.5625,-32.5625,2.04
123.5625,20.6875,-32.6875,2.07
123.4375,20.6875,-32.8125,2.08
123.375,20.5625,-32.9375,2.11
123.375,20.5625,-32.9375,2.12
123.375,20.5,-33.125,2.15
123.375,20.5,-33.125,2.16
123.4375,20.4375,-33.25,2.19
123.4375,20.4375,-33.25,2.20
123.625,20.5,-33.5,2.23
123.625,20.5,-33.5,2.24
123.75,20.625,-33.5,2.27
123.75,20.625,-33.5,2.28
123.8125,20.8125,-33.4375,2.31
123.875,20.875,-33.375,2.32
123.875,20.875,-33.375,2.35
123.875,20.875,-33.3125,2.36
123.9375,20.75,-33.25,2.39
124.0,20.5,-33.1875,2.40
124.0625,20.1875,-33.1875,2.43
124.0625,20.1875,-33.1875,2.44
124.125,19.875,-33.125,2.47
124.125,19.875,-33.125,2.48
124.0625,19.5,-33.0625,2.51
124.0625,19.0625,-33.0625,2.52
124.0,18.6875,-33.0625,2.55
124.0,18.6875,-33.0625,2.56
124.0,18.25,-33.0625,2.59
124.0,18.25,-33.0625,2.60
123.9375,17.8125,-33.0,2.63
123.8125,17.5,-33.0625,2.64
123.75,17.25,-33.1875,2.67
123.75,17.25,-33.1875,2.68
123.5625,17.125,-33.3125,2.71
123.4375,17.0,-33.5,2.72
123.4375,17.0,-33.5,2.75
123.25,17.0,-33.75,2.76
123.125,16.9375,-34.125,2.79
123.0625,16.875,-34.5,2.80
122.9375,16.875,-34.875,2.83
122.9375,16.875,-34.875,2.84
122.875,16.875,-35.3125,2.87
122.875,16.875,-35.3125,2.88
122.8125,16.875,-35.8125,2.91
122.6875,16.875,-36.25,2.92
122.625,16.9375,-36.75,2.95
122.625,16.9375,-36.75,2.96
122.5,16.9375,-37.25,2.99
122.4375,17.0,-37.8125,3.00
122.375,17.0,-38.3125,3.03
122.375,17.0,-38.3125,3.04
122.25,17.0625,-38.8125,3.07
122.1875,17.125,-39.375,3.08
122.0625,17.125,-39.875,3.11
122.0625,17.125,-39.875,3.12
122.0,17.1875,-40.4375,3.15
122.0,17.1875,-40.4375,3.16
121.9375,17.1875,-41.0,3.19
121.9375,17.125,-41.5625,3.20
122.0,17.125,-42.1875,3.23
122.0,17.125,-42.1875,3.24
122.0,17.125,-42.75,3.27
122.0,17.125,-42.75,3.28
122.0625,17.125,-43.375,3.31
122.125,17.125,-43.9375,3.32
122.125,17.125,-43.9375,3.35
122.1875,17.1875,-44.5,3.36
122.1875,17.25,-45.0,3.39
122.25,17.3125,-45.5625,3.40
122.25,17.3125,-45.5625,3.43
122.25,17.375,-46.0,3.44
122.3125,17.5,-46.4375,3.47
122.3125,17.5,-46.4375,3.48
105.0625,25.9375,-69.5,3.51
105.0625,25.9375,-69.5,3.52
105.0625,25.9375,-69.4375,3.55
105.0625,25.9375,-69.4375,3.56
105.0625,25.9375,-69.375,3.59
105.0625,25.9375,-69.375,3.60
105.125,25.875,-69.3125,3.63
105.125,25.875,-69.3125,3.64
105.1875,25.875,-69.25,3.67
105.3125,25.8125,-69.1875,3.68
105.5,25.6875,-69.125,3.71
105.6875,25.625,-69.0625,3.72
105.9375,25.5625,-69.0,3.75
105.9375,25.5625,-69.0,3.76
106.125,25.4375,-68.9375,3.79
106.125,25.4375,-68.9375,3.80
106.375,25.375,-68.9375,3.83
106.375,25.375,-68.9375,3.84
106.875,25.25,-68.9375,3.87
106.875,25.25,-68.9375,3.88
107.1875,25.125,-68.9375,3.91
107.1875,25.125,-68.9375,3.92
107.4375,25.0625,-68.9375,3.95
107.75,24.9375,-69.0,3.96
107.75,24.9375,-69.0,3.99
108.0,24.8125,-69.0,4.00
108.25,24.6875,-69.0625,4.03
108.5625,24.625,-69.125,4.04
108.8125,24.5,-69.1875,4.07
108.8125,24.5,-69.1875,4.08
109.0,24.4375,-69.25,4.11
109.0,24.4375,-69.25,4.12
109.375,24.3125,-69.4375,4.15
109.375,24.3125,-69.4375,4.16
109.5625,24.3125,-69.5625,4.19
109.6875,24.3125,-69.625,4.20
109.6875,24.3125,-69.625,4.23
109.75,24.3125,-69.75,4.24
109.8125,24.3125,-69.8125,4.27
109.875,24.3125,-69.875,4.28
109.8125,24.375,-69.9375,4.31
109.8125,24.375,-69.9375,4.32
109.8125,24.4375,-70.0,4.35
109.8125,24.4375,-70.0,4.36
109.75,24.5,-70.0625,4.39
109.75,24.5,-70.0625,4.40
109.5625,24.625,-70.1875,4.43
109.5625,24.625,-70.1875,4.44
109.5,24.6875,-70.3125,4.47
109.375,24.6875,-70.375,4.48
109.25,24.75,-70.4375,4.51
109.25,24.75,-70.4375,4.52
109.125,24.8125,-70.5,4.55
109.0,24.875,-70.5625,4.56
108.875,25.0,-70.625,4.59
108.875,25.0,-70.625,4.60
108.8125,25.0625,-70.625,4.63
108.8125,25.0625,-70.625,4.64
108.6875,25.125,-70.75,4.67
108.5625,25.1875,-70.8125,4.68
108.5,25.1875,-70.9375,4.71
108.4375,25.25,-71.0625,4.72
108.375,25.25,-71.125,4.75
108.375,25.25,-71.125,4.76
108.375,25.3125,-71.25,4.79
108.375,25.3125,-71.25,4.80
108.375,25.3125,-71.375,4.83
108.375,25.3125,-71.375,4.84
108.375,25.375,-71.4375,4.87
108.375,25.375,-71.5,4.88
108.375,25.4375,-71.5625,4.91
108.375,25.4375,-71.5625,4.92
108.375,25.4375,-71.625,4.95
108.375,25.5,-71.625,4.96
108.3125,25.5625,-71.6875,4.99
108.3125,25.5625,-71.6875,5.00
108.3125,25.5625,-71.6875,5.03
108.3125,25.5625,-71.6875,5.04
108.3125,25.5625,-71.6875,5.07
108.25,25.5625,-71.6875,5.08
108.25,25.5,-71.625,5.11
108.25,25.5,-71.625,5.12
108.25,25.4375,-71.5625,5.15
108.25,25.4375,-71.4375,5.16
108.25,25.4375,-71.4375,5.19
108.3125,25.375,-71.375,5.20
108.3125,25.3125,-71.375,5.23
108.375,25.25,-71.3125,5.24
108.4375,25.1875,-71.3125,5.27
108.4375,25.1875,-71.3125,5.28
108.4375,25.125,-71.25,5.31
108.4375,25.125,-71.25,5.32
108.5,25.0625,-71.1875,5.35
108.5,25.0625,-71.1875,5.36
108.625,24.875,-71.0,5.39
108.625,24.875,-71.0,5.40
108.6875,24.8125,-70.9375,5.43
108.75,24.75,-70.875,5.44
108.75,24.75,-70.875,5.47
108.8125,24.6875,-70.875,5.48
108.875,24.625,-70.875,5.51
108.875,24.625,-70.875,5.52
108.9375,24.5625,-70.9375,5.55
109.0,24.5625,-71.0625,5.56
109.0625,24.5,-71.125,5.59
109.0625,24.5,-71.125,5.60
109.0625,24.5,-71.25,5.63
109.0625,24.5,-71.25,5.64
109.125,24.4375,-71.5,5.67
109.125,24.4375,-71.5,5.68
109.125,24.375,-71.625,5.71
109.1875,24.375,-71.6875,5.72
109.1875,24.3125,-71.8125,5.75
109.1875,24.3125,-71.8125,5.76
109.3125,24.25,-72.125,5.79
109.3125,24.25,-72.125,5.80
109.375,24.25,-72.25,5.83
109.4375,24.25,-72.4375,5.84
109.5,24.1875,-72.5625,5.87
109.5,24.1875,-72.5625,5.88
109.625,24.1875,-72.75,5.91
109.6875,24.1875,-72.875,5.92
109.8125,24.125,-73.0625,5.95
109.8125,24.125,-73.0625,5.96
109.9375,24.125,-73.1875,5.99
109.9375,24.125,-73.1875,6.00
110.0625,24.0625,-73.3125,6.03
110.1875,24.0625,-73.4375,6.04
110.25,24.0,-73.4375,6.07
110.3125,24.0,-73.5,6.08
110.3125,24.0,-73.5,6.11
110.4375,24.0,-73.5625,6.12
110.5,24.0625,-73.5,6.15
110.5,24.0625,-73.5,6.16
110.5,24.0625,-73.5,6.19
110.5625,24.0625,-73.4375,6.20
110.5625,24.0625,-73.375,6.23
110.5625,24.0625,-73.375,6.24
110.5625,24.125,-73.25,6.27
110.5625,24.125,-73.25,6.28
110.5625,24.125,-73.1875,6.31
110.5,24.125,-73.125,6.32
110.5,24.1875,-73.0,6.35
110.4375,24.1875,-72.875,6.36
110.375,24.25,-72.8125,6.39
110.375,24.25,-72.8125,6.40
110.3125,24.25,-72.75,6.43
110.25,24.3125,-72.625,6.44
110.1875,24.3125,-72.5625,6.47
110.125,24.3125,-72.5,6.48
110.125,24.3125,-72.375,6.51
110.125,24.3125,-72.375,6.52
110.0625,24.3125,-72.3125,6.55
110.0625,24.3125,-72.3125,6.56
110.0625,24.3125,-72.25,6.59
110.0,24.375,-72.25,6.60
110.0,24.4375,-72.25,6.63
110.0,24.4375,-72.25,6.64
110.0625,24.4375,-72.25,6.67
110.0625,24.5,-72.25,6.68
110.0625,24.5,-72.25,6.71
110.0625,24.5625,-72.3125,6.72
110.125,24.5625,-72.3125,6.75
110.125,24.625,-72.375,6.76
110.125,24.625,-72.375,6.79
110.1875,24.625,-72.4375,6.80
110.25,24.6875,-72.4375,6.83
110.25,24.6875,-72.4375,6.84
110.3125,24.75,-72.5,6.87
110.3125,24.75,-72.5,6.88
110.375,24.75,-72.5625,6.91
110.4375,24.8125,-72.5625,6.92
110.4375,24.8125,-72.5625,6.95
110.4375,24.8125,-72.5625,6.96
110.5,24.8125,-72.5,6.99
110.5,24.8125,-72.5,7.00
110.5,24.875,-72.4375,7.03
110.5,24.875,-72.375,7.04
110.5,24.875,-72.3125,7.07
110.5,24.875,-72.3125,7.08
110.375,24.875,-72.1875,7.11
110.375,24.875,-72.1875,7.12
110.3125,24.875,-72.0625,7.15
110.3125,24.875,-72.0625,7.16
110.3125,24.875,-72.0,7.19
110.25,24.875,-71.9375,7.20
110.25,24.8125,-71.875,7.23
110.25,24.8125,-71.8125,7.24
110.25,24.8125,-71.75,7.27
110.25,24.8125,-71.75,7.28
110.1875,24.75,-71.75,7.31
110.1875,24.75,-71.6875,7.32
110.1875,24.75,-71.625,7.35
110.1875,24.75,-71.625,7.36
110.1875,24.6875,-71.625,7.39
110.1875,24.6875,-71.625,7.40
110.1875,24.6875,-71.625,7.43
110.1875,24.6875,-71.625,7.44
110.1875,24.6875,-71.625,7.47
110.1875,24.6875,-71.625,7.48
110.25,24.6875,-71.625,7.51
110.25,24.6875,-71.625,7.52
110.25,24.6875,-71.625,7.55
110.25,24.625,-71.625,7.56
110.25,24.625,-71.625,7.59
