Participant Number:,19
Test started on:,04/07/2016 03:51:06 PM
Current Task:,NVRW Task 2
Task Start:,02:52:08 PM
Heading, Roll, Pitch, Task Time
194.8125,14.25,-43.4375,0.07
194.875,14.25,-43.375,0.09
194.875,14.25,-43.375,0.12
194.875,14.25,-43.375,0.12
194.875,14.25,-43.375,0.14
194.875,14.25,-43.375,0.18
194.875,14.25,-43.375,0.18
194.9375,14.25,-43.375,0.21
194.9375,14.25,-43.375,0.21
194.9375,14.25,-43.375,0.24
194.9375,14.25,-43.375,0.28
194.9375,14.25,-43.375,0.28
194.9375,14.25,-43.375,0.31
194.9375,14.25,-43.375,0.31
194.9375,14.25,-43.375,0.34
194.9375,14.25,-43.375,0.38
194.9375,14.25,-43.375,0.38
194.9375,14.25,-43.3125,0.41
194.9375,14.25,-43.3125,0.41
194.9375,14.25,-43.3125,0.44
194.9375,14.3125,-43.3125,0.48
194.9375,14.3125,-43.3125,0.48
194.9375,14.3125,-43.3125,0.51
194.9375,14.3125,-43.3125,0.51
194.9375,14.3125,-43.3125,0.54
194.9375,14.3125,-43.375,0.58
194.9375,14.3125,-43.375,0.58
194.9375,14.3125,-43.375,0.61
194.9375,14.3125,-43.375,0.61
194.9375,14.3125,-43.375,0.64
194.9375,14.3125,-43.375,0.68
194.9375,14.3125,-43.375,0.68
194.9375,14.3125,-43.375,0.71
194.9375,14.3125,-43.375,0.71
194.9375,14.3125,-43.375,0.74
194.9375,14.3125,-43.3125,0.78
194.9375,14.3125,-43.3125,0.78
194.9375,14.3125,-43.3125,0.81
194.9375,14.3125,-43.3125,0.81
194.9375,14.3125,-43.3125,0.84
194.9375,14.3125,-43.3125,0.88
194.9375,14.3125,-43.3125,0.88
194.9375,14.3125,-43.3125,0.91
194.9375,14.3125,-43.3125,0.91
194.9375,14.3125,-43.3125,0.94
194.9375,14.3125,-43.3125,0.98
194.9375,14.3125,-43.3125,0.98
195.0,14.3125,-43.3125,1.01
195.0,14.3125,-43.3125,1.01
195.0,14.3125,-43.25,1.04
195.0,14.3125,-43.25,1.08
195.0,14.3125,-43.25,1.08
195.0,14.3125,-43.25,1.11
195.0,14.3125,-43.25,1.11
195.0,14.3125,-43.25,1.14
195.0625,14.3125,-43.25,1.17
195.0625,14.3125,-43.25,1.17
195.0625,14.3125,-43.25,1.21
195.0625,14.3125,-43.25,1.21
195.0625,14.3125,-43.1875,1.24
195.0625,14.3125,-43.1875,1.28
195.0625,14.3125,-43.1875,1.28
195.125,14.3125,-43.1875,1.31
195.125,14.3125,-43.1875,1.31
195.125,14.3125,-43.125,1.34
195.125,14.3125,-43.125,1.38
195.125,14.3125,-43.125,1.38
195.1875,14.3125,-43.125,1.41
195.1875,14.3125,-43.125,1.41
195.1875,14.3125,-43.125,1.44
195.25,14.3125,-43.0625,1.48
195.25,14.3125,-43.0625,1.48
195.25,14.3125,-43.0625,1.51
195.25,14.3125,-43.0625,1.54
195.25,14.3125,-43.0625,1.54
195.25,14.3125,-43.0625,1.58
195.25,14.3125,-43.0625,1.58
195.3125,14.375,-43.0,1.61
195.375,14.375,-42.9375,1.64
195.375,14.375,-42.9375,1.64
195.375,14.375,-42.9375,1.68
195.375,14.375,-42.9375,1.68
195.375,14.375,-42.9375,1.71
195.375,14.375,-42.9375,1.74
195.375,14.375,-42.9375,1.74
195.4375,14.375,-42.875,1.77
195.4375,14.375,-42.875,1.77
195.4375,14.375,-42.875,1.81
195.4375,14.375,-42.875,1.81
195.5,14.375,-42.875,1.84
195.5,14.375,-42.875,1.88
195.5,14.375,-42.875,1.88
195.5,14.4375,-42.8125,1.91
195.5625,14.4375,-42.75,1.94
195.5625,14.4375,-42.75,1.94
195.5625,14.4375,-42.75,1.98
195.5625,14.4375,-42.75,1.98
195.5625,14.4375,-42.75,2.01
195.5625,14.4375,-42.75,2.01
195.5625,14.4375,-42.75,2.04
195.625,14.4375,-42.6875,2.08
195.625,14.4375,-42.6875,2.08
195.625,14.4375,-42.6875,2.11
195.625,14.4375,-42.6875,2.11
195.625,14.4375,-42.625,2.14
195.625,14.4375,-42.625,2.17
195.625,14.4375,-42.625,2.17
195.625,14.4375,-42.625,2.21
195.625,14.4375,-42.625,2.21
195.6875,14.5,-42.5625,2.24
195.6875,14.5,-42.5625,2.28
195.6875,14.5,-42.5625,2.28
195.6875,14.5,-42.5,2.31
195.6875,14.5,-42.5,2.31
195.6875,14.5,-42.5,2.34
195.75,14.5,-42.4375,2.38
195.75,14.5,-42.4375,2.38
195.75,14.5,-42.4375,2.41
195.8125,14.4375,-42.375,2.44
195.8125,14.4375,-42.375,2.44
195.8125,14.4375,-42.375,2.48
195.8125,14.4375,-42.375,2.48
195.875,14.4375,-42.3125,2.51
195.875,14.4375,-42.3125,2.51
196.0,14.4375,-42.25,2.54
196.0,14.4375,-42.25,2.57
196.0,14.4375,-42.25,2.57
196.125,14.4375,-42.1875,2.61
196.125,14.4375,-42.1875,2.64
196.125,14.4375,-42.1875,2.64
196.25,14.5,-42.125,2.68
196.25,14.5,-42.125,2.68
196.25,14.5,-42.125,2.71
196.25,14.5,-42.125,2.71
196.375,14.5,-42.0625,2.74
196.375,14.5,-42.0625,2.77
196.375,14.5,-42.0625,2.77
196.5,14.5,-42.0,2.81
196.5,14.5,-42.0,2.81
196.6875,14.5,-41.9375,2.84
196.6875,14.5,-41.9375,2.88
196.6875,14.5,-41.9375,2.88
196.875,14.5625,-41.875,2.91
196.875,14.5625,-41.875,2.94
196.875,14.5625,-41.875,2.94
197.0,14.5625,-41.875,2.98
197.0,14.5625,-41.875,2.98
197.0,14.5625,-41.875,3.01
197.1875,14.625,-41.8125,3.04
197.1875,14.625,-41.8125,3.04
197.1875,14.625,-41.8125,3.08
197.1875,14.625,-41.8125,3.08
197.375,14.625,-41.8125,3.11
197.375,14.625,-41.8125,3.11
197.5625,14.625,-41.75,3.14
197.5625,14.625,-41.75,3.18
197.5625,14.625,-41.75,3.18
188.0,26.3125,-39.875,3.21
187.9375,26.0,-39.8125,3.24
187.9375,26.0,-39.8125,3.24
187.9375,26.0,-39.8125,3.28
187.9375,26.0,-39.8125,3.28
187.875,25.75,-39.75,3.31
187.875,25.75,-39.75,3.31
187.875,25.75,-39.75,3.34
187.875,25.4375,-39.9375,3.37
187.875,25.4375,-39.9375,3.37
187.875,25.4375,-39.9375,3.41
187.9375,25.1875,-40.1875,3.44
187.9375,25.1875,-40.1875,3.44
187.9375,25.1875,-40.1875,3.48
187.9375,25.1875,-40.1875,3.48
188.125,24.875,-40.5,3.51
188.125,24.875,-40.5,3.51
188.125,24.875,-40.5,3.54
188.375,24.5625,-41.0,3.57
188.375,24.5625,-41.0,3.57
188.375,24.5625,-41.0,3.61
188.375,24.5625,-41.0,3.64
188.375,24.5625,-41.0,3.64
188.6875,24.25,-41.5,3.68
188.6875,24.25,-41.5,3.68
188.6875,24.25,-41.5,3.71
188.6875,24.25,-41.5,3.71
189.0625,23.875,-41.9375,3.74
189.0625,23.875,-41.9375,3.77
189.0625,23.875,-41.9375,3.77
189.5625,23.5,-42.4375,3.81
189.5625,23.5,-42.4375,3.84
189.5625,23.5,-42.4375,3.84
190.0625,22.9375,-42.8125,3.88
190.0625,22.9375,-42.8125,3.88
190.0625,22.9375,-42.8125,3.91
190.0625,22.9375,-42.8125,3.91
190.5,22.3125,-43.25,3.94
190.5,22.3125,-43.25,3.98
190.5,22.3125,-43.25,3.98
190.5,22.3125,-43.25,4.01
190.5,22.3125,-43.25,4.01
190.875,21.6875,-43.6875,4.04
190.875,21.6875,-43.6875,4.08
190.875,21.6875,-43.6875,4.08
191.125,21.125,-44.1875,4.11
191.125,21.125,-44.1875,4.11
191.375,20.625,-44.5625,4.14
191.375,20.625,-44.5625,4.18
191.375,20.625,-44.5625,4.18
191.5625,20.0625,-45.0,4.21
191.5625,20.0625,-45.0,4.24
191.5625,20.0625,-45.0,4.24
191.5625,20.0625,-45.0,4.28
191.5625,20.0625,-45.0,4.28
191.75,19.5,-45.375,4.31
191.75,19.5,-45.375,4.31
191.75,19.5,-45.375,4.34
191.875,19.0625,-45.75,4.38
191.875,19.0625,-45.75,4.38
191.875,19.0625,-45.75,4.41
191.875,19.0625,-45.75,4.41
191.875,19.0625,-45.75,4.44
191.9375,18.8125,-46.0,4.47
191.9375,18.8125,-46.0,4.47
191.9375,18.625,-46.125,4.51
191.9375,18.625,-46.125,4.51
191.9375,18.625,-46.125,4.54
191.875,18.375,-46.1875,4.58
191.875,18.375,-46.1875,4.58
191.875,18.375,-46.1875,4.61
191.8125,18.1875,-46.1875,4.64
191.8125,18.1875,-46.1875,4.64
191.8125,18.1875,-46.1875,4.67
191.8125,18.1875,-46.1875,4.67
191.8125,18.1875,-46.1875,4.71
191.8125,18.1875,-46.1875,4.71
191.8125,17.9375,-46.125,4.74
191.8125,17.9375,-46.125,4.78
191.8125,17.9375,-46.125,4.78
191.8125,17.5,-46.0,4.81
191.8125,17.5,-46.0,4.81
191.8125,17.5,-46.0,4.84
192.0,17.0,-46.0625,4.87
192.0,17.0,-46.0625,4.87
192.0,17.0,-46.0625,4.91
192.125,16.6875,-46.1875,4.94
192.125,16.6875,-46.1875,4.94
192.125,16.6875,-46.1875,4.98
192.125,16.6875,-46.1875,4.98
192.1875,16.5625,-46.25,5.01
192.1875,16.5625,-46.25,5.01
192.1875,16.5625,-46.25,5.04
192.1875,16.5625,-46.25,5.07
192.1875,16.5625,-46.25,5.07
192.1875,16.5,-46.3125,5.11
192.1875,16.5,-46.3125,5.11
192.1875,16.5,-46.3125,5.14
192.25,16.5,-46.375,5.18
192.25,16.5,-46.375,5.18
192.1875,16.5625,-46.375,5.21
192.1875,16.5625,-46.375,5.24
192.1875,16.5625,-46.375,5.24
192.1875,16.625,-46.375,5.27
192.1875,16.625,-46.375,5.27
192.1875,16.625,-46.375,5.31
192.1875,16.625,-46.375,5.31
192.1875,16.625,-46.375,5.34
192.125,16.75,-46.25,5.37
192.125,16.75,-46.25,5.37
192.125,16.75,-46.25,5.41
192.125,16.75,-46.0,5.44
192.125,16.75,-46.0,5.44
192.125,16.75,-46.0,5.47
192.125,16.75,-46.0,5.47
192.125,16.75,-46.0,5.51
192.125,16.75,-46.0,5.51
192.1875,16.625,-45.8125,5.54
192.1875,16.5625,-45.6875,5.57
192.1875,16.5625,-45.6875,5.57
192.1875,16.5625,-45.6875,5.61
192.1875,16.5,-45.625,5.64
192.1875,16.5,-45.625,5.64
192.1875,16.5,-45.625,5.68
192.1875,16.5,-45.625,5.68
192.25,16.4375,-45.6875,5.71
192.25,16.4375,-45.6875,5.71
192.25,16.4375,-45.6875,5.74
192.25,16.5,-45.8125,5.77
192.25,16.5,-45.8125,5.77
192.25,16.5,-45.8125,5.81
192.25,16.5,-45.8125,5.84
192.25,16.5,-45.8125,5.84
192.25,16.5625,-45.9375,5.88
192.25,16.5625,-45.9375,5.88
192.25,16.625,-46.0625,5.91
192.25,16.625,-46.0625,5.91
192.25,16.625,-46.0625,5.94
192.25,16.75,-46.125,5.97
192.25,16.75,-46.125,5.97
192.25,16.75,-46.125,6.01
192.25,16.75,-46.125,6.04
192.25,16.75,-46.125,6.04
192.25,16.75,-46.125,6.07
192.25,16.75,-46.125,6.07
192.25,16.75,-46.125,6.11
192.25,16.875,-46.0625,6.14
192.25,16.875,-46.0625,6.14
192.25,16.875,-46.0625,6.17
192.25,16.875,-46.0625,6.17
192.1875,17.0625,-45.9375,6.21
192.1875,17.0625,-45.9375,6.21
192.0625,17.3125,-45.75,6.24
192.0625,17.3125,-45.75,6.27
192.0625,17.3125,-45.75,6.27
191.9375,17.4375,-45.5625,6.31
191.9375,17.4375,-45.5625,6.34
191.9375,17.4375,-45.5625,6.34
191.9375,17.4375,-45.5625,6.37
191.9375,17.4375,-45.5625,6.37
191.75,17.75,-45.25,6.41
191.75,17.75,-45.25,6.44
191.75,17.75,-45.25,6.44
191.5,18.1875,-44.9375,6.48
191.5,18.1875,-44.9375,6.48
191.5,18.1875,-44.9375,6.51
191.5,18.1875,-44.9375,6.51
191.5,18.1875,-44.9375,6.54
191.1875,18.8125,-44.625,6.57
191.1875,18.8125,-44.625,6.57
190.75,19.4375,-44.25,6.61
190.75,19.4375,-44.25,6.64
190.75,19.4375,-44.25,6.64
190.4375,20.0,-43.875,6.67
190.4375,20.0,-43.875,6.67
190.4375,20.0,-43.875,6.71
190.125,20.25,-43.5,6.74
190.125,20.25,-43.5,6.74
190.125,20.25,-43.5,6.78
190.125,20.25,-43.5,6.78
190.125,20.25,-43.5,6.81
189.875,20.625,-43.0625,6.84
189.875,20.625,-43.0625,6.84
189.875,20.625,-43.0625,6.88
189.875,20.625,-43.0625,6.88
189.625,21.0625,-42.6875,6.91
189.625,21.0625,-42.6875,6.94
189.625,21.0625,-42.6875,6.94
189.5625,21.125,-42.3125,6.97
189.5625,21.125,-42.3125,6.97
189.5625,21.125,-42.3125,7.01
189.5625,21.1875,-42.0625,7.04
189.5625,21.1875,-42.0625,7.04
189.5625,21.1875,-42.0625,7.08
189.5625,21.1875,-42.0625,7.08
189.5625,21.1875,-42.0625,7.11
189.5625,21.1875,-42.0625,7.11
189.5,21.3125,-41.875,7.14
189.5,21.3125,-41.875,7.18
189.5,21.3125,-41.875,7.18
189.4375,21.5625,-41.8125,7.21
189.4375,21.5625,-41.8125,7.24
189.4375,21.5625,-41.8125,7.24
189.4375,21.5625,-41.8125,7.28
189.4375,21.5625,-41.8125,7.28
189.375,21.75,-41.75,7.31
189.375,21.75,-41.75,7.31
189.3125,21.8125,-41.75,7.34
189.3125,21.8125,-41.75,7.38
189.3125,21.8125,-41.75,7.38
189.25,21.875,-41.75,7.41
189.25,21.875,-41.75,7.44
189.25,21.875,-41.75,7.44
189.1875,21.9375,-41.8125,7.48
189.1875,21.9375,-41.8125,7.48
189.1875,21.9375,-41.8125,7.51
189.1875,21.9375,-41.8125,7.54
189.1875,21.9375,-41.8125,7.54
189.1875,21.9375,-41.9375,7.57
189.1875,21.9375,-41.9375,7.57
189.1875,21.9375,-41.9375,7.61
189.1875,21.875,-42.0625,7.64
189.1875,21.875,-42.0625,7.64
189.1875,21.875,-42.0625,7.67
189.1875,21.875,-42.0625,7.67
189.125,21.875,-42.1875,7.71
189.125,21.875,-42.1875,7.74
189.125,21.875,-42.1875,7.74
189.0625,21.875,-42.3125,7.78
189.0625,21.875,-42.3125,7.78
189.0625,21.875,-42.3125,7.81
188.9375,21.875,-42.5,7.84
188.9375,21.875,-42.5,7.84
188.9375,21.875,-42.5,7.88
188.9375,21.875,-42.5,7.88
188.75,21.9375,-42.625,7.91
188.75,21.9375,-42.625,7.91
188.75,21.9375,-42.625,7.94
188.75,21.9375,-42.625,7.97
188.75,21.9375,-42.625,7.97
188.5625,22.0,-42.8125,8.01
188.375,22.125,-42.875,8.04
188.375,22.125,-42.875,8.04
188.375,22.125,-42.875,8.07
188.375,22.125,-42.875,8.07
188.1875,22.1875,-43.0,8.11
188.1875,22.1875,-43.0,8.11
188.1875,22.1875,-43.0,8.14
188.1875,22.1875,-43.0,8.17
188.1875,22.1875,-43.0,8.17
188.0625,22.1875,-43.0625,8.21
188.0625,22.1875,-43.0625,8.24
188.0625,22.1875,-43.0625,8.24
187.9375,22.25,-43.125,8.28
187.9375,22.25,-43.125,8.28
187.9375,22.25,-43.125,8.31
187.9375,22.25,-43.125,8.34
187.9375,22.25,-43.125,8.34
187.8125,22.25,-43.1875,8.38
187.8125,22.25,-43.1875,8.38
187.6875,22.25,-43.25,8.41
187.6875,22.25,-43.25,8.44
187.6875,22.25,-43.25,8.44
187.5625,22.3125,-43.375,8.47
187.5625,22.3125,-43.375,8.47
187.5625,22.3125,-43.375,8.51
187.4375,22.375,-43.5,8.54
187.4375,22.375,-43.5,8.54
187.4375,22.375,-43.5,8.57
187.4375,22.375,-43.5,8.57
187.3125,22.5,-43.5625,8.61
187.3125,22.5,-43.5625,8.64
187.3125,22.5,-43.5625,8.64
187.3125,22.5,-43.5625,8.67
187.3125,22.5,-43.5625,8.67
187.1875,22.625,-43.625,8.71
187.0,22.6875,-43.5625,8.74
187.0,22.6875,-43.5625,8.74
187.0,22.6875,-43.5625,8.77
187.0,22.6875,-43.5625,8.77
186.9375,22.8125,-43.5,8.81
186.9375,22.8125,-43.5,8.84
186.9375,22.8125,-43.5,8.84
186.9375,22.8125,-43.5,8.88
186.9375,22.8125,-43.5,8.88
186.8125,22.9375,-43.3125,8.91
186.8125,22.9375,-43.3125,8.94
186.8125,22.9375,-43.3125,8.94
186.6875,23.0625,-43.0625,8.97
186.6875,23.0625,-43.0625,8.97
186.6875,23.0625,-43.0625,9.01
186.6875,23.0625,-43.0625,9.01
186.6875,23.0625,-43.0625,9.04
186.625,23.125,-42.8125,9.08
186.625,23.125,-42.8125,9.08
186.5,23.125,-42.5625,9.11
186.5,23.125,-42.5625,9.14
186.5,23.125,-42.5625,9.14
186.375,23.1875,-42.3125,9.17
186.375,23.1875,-42.3125,9.17
186.375,23.1875,-42.3125,9.21
186.375,23.1875,-42.3125,9.21
186.375,23.1875,-42.3125,9.24
186.3125,23.25,-42.125,9.27
186.3125,23.25,-42.125,9.27
186.3125,23.25,-42.125,9.31
186.1875,23.3125,-41.875,9.34
186.1875,23.3125,-41.875,9.34
186.1875,23.3125,-41.875,9.37
186.1875,23.3125,-41.875,9.37
186.1875,23.3125,-41.875,9.41
186.1875,23.3125,-41.875,9.41
186.0625,23.375,-41.6875,9.44
185.9375,23.5,-41.4375,9.47
185.9375,23.5,-41.4375,9.47
185.9375,23.5,-41.4375,9.51
185.75,23.625,-41.1875,9.54
185.75,23.625,-41.1875,9.54
185.75,23.625,-41.1875,9.57
185.75,23.625,-41.1875,9.57
185.625,23.75,-40.9375,9.61
185.625,23.75,-40.9375,9.64
185.625,23.75,-40.9375,9.64
185.5,23.875,-40.75,9.68
185.5,23.875,-40.75,9.68
185.5,23.875,-40.75,9.71
185.5,23.875,-40.75,9.71
185.5,23.875,-40.75,9.74
185.4375,23.9375,-40.5625,9.77
185.4375,23.9375,-40.5625,9.77
185.375,24.0625,-40.3125,9.81
185.375,24.0625,-40.3125,9.84
185.375,24.0625,-40.3125,9.84
185.3125,24.25,-40.125,9.88
