Participant Number:,18
Test started on:,04/07/2016 01:20:57 PM
Current Task:,NVR Task 2
Task Start:,12:21:54 PM
Heading, Roll, Pitch, Task Time
191.0625,-3.5625,-56.3125,0.07
191.0625,-3.5625,-56.3125,0.09
191.0625,-3.5625,-56.3125,0.09
191.0625,-3.5625,-56.25,0.12
191.0625,-3.5625,-56.25,0.15
191.0625,-3.5625,-56.25,0.15
191.0625,-3.5625,-56.25,0.19
191.0625,-3.5625,-56.25,0.19
191.0625,-3.5625,-56.25,0.22
191.0625,-3.5625,-56.25,0.25
191.0625,-3.5625,-56.25,0.25
191.0625,-3.5625,-56.1875,0.29
191.0625,-3.5625,-56.1875,0.29
191.0625,-3.5625,-56.1875,0.32
191.0625,-3.5,-56.1875,0.35
191.0625,-3.5,-56.1875,0.35
191.0625,-3.5,-56.1875,0.38
191.0625,-3.5,-56.1875,0.38
191.0625,-3.5,-56.1875,0.42
191.0625,-3.5,-56.1875,0.45
191.0625,-3.5,-56.1875,0.45
191.0625,-3.5,-56.1875,0.48
191.0625,-3.5,-56.1875,0.48
191.0,-3.5,-56.1875,0.52
191.0,-3.5,-56.1875,0.55
191.0,-3.5,-56.1875,0.55
191.0,-3.5,-56.1875,0.59
191.0,-3.5,-56.1875,0.59
191.0,-3.5,-56.1875,0.62
191.0,-3.5,-56.1875,0.65
191.0,-3.5,-56.1875,0.65
191.0,-3.5,-56.1875,0.69
191.0,-3.5,-56.1875,0.69
191.0,-3.5,-56.1875,0.72
191.0,-3.5,-56.1875,0.75
191.0,-3.5,-56.1875,0.75
191.0,-3.5,-56.1875,0.79
191.0,-3.5,-56.1875,0.79
191.0,-3.5,-56.1875,0.82
191.0,-3.5,-56.1875,0.85
191.0,-3.5,-56.1875,0.85
191.0,-3.5,-56.1875,0.88
191.0,-3.5,-56.1875,0.88
191.0,-3.5,-56.1875,0.92
191.0,-3.5,-56.1875,0.95
191.0,-3.5,-56.1875,0.95
191.0,-3.5,-56.1875,0.98
191.0,-3.5,-56.1875,0.98
191.0,-3.5,-56.1875,1.02
191.0,-3.5,-56.1875,1.05
191.0,-3.5,-56.1875,1.05
191.0625,-3.5,-56.1875,1.09
191.0625,-3.5,-56.1875,1.09
191.0625,-3.5,-56.1875,1.12
191.0625,-3.5,-56.1875,1.15
191.0625,-3.5,-56.1875,1.15
191.0625,-3.5,-56.1875,1.19
191.0625,-3.5,-56.1875,1.19
191.0625,-3.5,-56.1875,1.22
191.0625,-3.5,-56.125,1.25
191.0625,-3.5,-56.125,1.25
191.0625,-3.5,-56.125,1.29
191.0625,-3.5,-56.125,1.29
191.0625,-3.4375,-56.125,1.32
191.0625,-3.4375,-56.125,1.35
191.0625,-3.4375,-56.125,1.35
191.0625,-3.4375,-56.125,1.38
191.0625,-3.4375,-56.125,1.38
191.0625,-3.4375,-56.125,1.42
191.0625,-3.4375,-56.125,1.45
191.0625,-3.4375,-56.125,1.45
191.0625,-3.4375,-56.125,1.48
191.0625,-3.4375,-56.125,1.48
191.0625,-3.4375,-56.125,1.52
191.0625,-3.4375,-56.0625,1.55
191.0625,-3.4375,-56.0625,1.55
191.0625,-3.4375,-56.0625,1.58
191.0625,-3.4375,-56.0625,1.58
191.0,-3.4375,-56.0625,1.62
191.0,-3.4375,-56.0625,1.65
191.0,-3.4375,-56.0625,1.65
191.0,-3.4375,-56.0625,1.69
191.0,-3.4375,-56.0625,1.69
191.0,-3.4375,-56.0625,1.72
191.0,-3.4375,-56.0625,1.75
191.0,-3.4375,-56.0625,1.75
191.0,-3.4375,-56.0625,1.79
191.0,-3.4375,-56.0625,1.79
191.0,-3.4375,-56.0625,1.82
191.0,-3.4375,-56.0625,1.85
191.0,-3.4375,-56.0625,1.85
191.0,-3.4375,-56.0625,1.89
191.0,-3.4375,-56.0625,1.89
191.0,-3.4375,-56.0625,1.92
191.0,-3.4375,-56.0625,1.95
191.0,-3.4375,-56.0625,1.95
191.0,-3.4375,-56.0625,1.99
191.0,-3.4375,-56.0625,1.99
191.0,-3.4375,-56.0625,2.02
191.0,-3.4375,-56.0625,2.05
191.0,-3.4375,-56.0625,2.05
191.0,-3.4375,-56.0625,2.08
191.0,-3.4375,-56.0625,2.08
191.0,-3.4375,-56.0625,2.12
191.0,-3.4375,-56.0625,2.15
191.0,-3.4375,-56.0625,2.15
191.0,-3.4375,-56.0625,2.19
191.0,-3.4375,-56.0625,2.19
191.0,-3.4375,-56.0625,2.22
191.0,-3.4375,-56.0625,2.25
191.0,-3.4375,-56.0625,2.25
191.0,-3.4375,-56.0625,2.29
191.0,-3.4375,-56.0625,2.29
191.0,-3.4375,-56.0625,2.32
191.0,-3.4375,-56.0625,2.35
191.0,-3.4375,-56.0625,2.35
191.0,-3.4375,-56.0625,2.38
191.0,-3.4375,-56.0625,2.38
190.4375,-3.125,-59.0625,2.42
190.4375,-3.125,-59.0625,2.42
190.4375,-3.125,-59.0625,2.45
190.375,-3.125,-59.0625,2.48
190.375,-3.125,-59.0625,2.48
190.375,-3.125,-59.125,2.52
190.375,-3.125,-59.125,2.55
190.375,-3.125,-59.125,2.55
190.375,-3.125,-59.125,2.59
190.375,-3.125,-59.125,2.59
190.375,-3.125,-59.125,2.62
190.3125,-3.0625,-59.125,2.65
190.3125,-3.0625,-59.125,2.65
190.3125,-3.0625,-59.125,2.68
190.3125,-3.0625,-59.125,2.68
190.3125,-3.0625,-59.125,2.72
190.3125,-3.0625,-59.125,2.75
190.3125,-3.0625,-59.125,2.75
190.3125,-3.0625,-59.125,2.78
190.3125,-3.0625,-59.125,2.78
190.3125,-3.0625,-59.125,2.82
190.5,-3.0625,-59.125,2.85
190.5,-3.0625,-59.125,2.85
190.5,-3.0625,-59.125,2.88
190.5,-3.0625,-59.125,2.88
190.5,-3.0625,-59.125,2.92
190.5,-3.0625,-59.125,2.95
190.5,-3.0625,-59.125,2.95
190.5,-3.0625,-59.125,2.98
190.5,-3.0625,-59.125,2.98
190.5,-3.0625,-59.125,3.02
190.5,-3.0625,-59.125,3.05
190.5,-3.0625,-59.125,3.05
190.5,-3.0625,-59.125,3.08
190.5,-3.0625,-59.125,3.08
190.5,-3.0625,-59.125,3.12
190.5,-3.0625,-59.125,3.15
190.5,-3.0625,-59.125,3.15
190.5,-3.0625,-59.125,3.18
